airport_iata,airport_name,city_iata,utc_offset,timezone_id
TJG,Tanjung Warukin,TJG,+07:00,Asia/Pontianak
TJH,Toyooka Tajima,TJH,+09:00,Asia/Tokyo
TJI,Trujillo Capiro,TJI,-06:00,America/Tegucigalpa
TJJ,Tainjin Bus Station,TSN,+08:00,Asia/Shanghai
TJK,Tokat,TJK,+03:00,Europe/Istanbul
TJL,Tres Lagoas Plinio Alarcom,TJL,-04:00,America/Porto_Velho
TJM,Tyumen,TJM,+05:00,Asia/Yekaterinburg
TJN,Takume,TJN,-10:00,Pacific/Tahiti
TJQ,Tanjung Pandan H.A.S. Hanandjoeddin,TJQ,+07:00,Asia/Pontianak
TJS,Tanjung Selor Tanjung Harapan,TJS,+08:00,Asia/Makassar
TJU,Kulob,TJU,+05:00,Asia/Dushanbe
TJV,Thanjavur,TJV,+05:30,Asia/Kolkata
TJX,San Diego Cbx Station,SAN,-08:00,America/Los_Angeles
TKA,Talkeetna,TKA,-09:00,America/Anchorage
TKB,Tekadu,TKB,+10:00,Pacific/Port_Moresby
TKC,Tiko,TKC,+01:00,Africa/Douala
TKD,Takoradi,TKD,+00:00,Africa/Accra
TKE,Tenakee Tanakee Spb,TKE,-09:00,America/Anchorage
TKF,Truckee-Tahoe,TKF,-08:00,America/Los_Angeles
TKG,Bandar Lampung Radin Inten Ii,TKG,+07:00,Asia/Pontianak
TKH,Takhli,TKH,+07:00,Asia/Bangkok
TKI,Tokeen Sea Plane Base,TKI,-09:00,America/Anchorage
TKJ,Tok Junction,TKJ,-09:00,America/Anchorage
TKK,Chuuk International,TKK,+10:00,Pacific/Chuuk
TKL,Taku Harbor,TKL,-09:00,America/Anchorage
TKM,Tikal,TKM,-06:00,America/Guatemala
TKN,Tokunoshima,TKN,+09:00,Asia/Tokyo
TKO,Tlokoeng,TKO,+02:00,Africa/Maseru
TKP,Takapoto,TKP,-10:00,Pacific/Tahiti
TKQ,Kigoma,TKQ,+03:00,Africa/Dar_es_Salaam
TKR,Thakurgaon,TKR,+06:00,Asia/Dhaka
TKS,Tokushima,TKS,+09:00,Asia/Tokyo
TKT,Tak,TKT,+07:00,Asia/Bangkok
TKU,Turku,TKU,+02:00,Europe/Helsinki
TKV,Tatakoto,TKV,-10:00,Pacific/Tahiti
TKW,Tekin,TKW,+10:00,Pacific/Port_Moresby
TKX,Takaroa,TKX,-10:00,Pacific/Tahiti
TKY,Turkey Creek,TKY,+08:00,Australia/Perth
TKZ,Tokoroa,TKZ,+12:00,Pacific/Auckland
TLA,Teller,TLA,-09:00,America/Anchorage
TLB,Tarbela,TLB,+05:00,Asia/Karachi
TLC,Mexiko City,MEX,-06:00,America/Mexico_City
TLD,Tuli Lodge,TLD,+02:00,Africa/Gaborone
TLE,Toliara,TLE,+03:00,Indian/Antananarivo
TLF,Telida,TLF,-09:00,America/Anchorage
TLG,Tulaghi Heliport,TLG,+11:00,Pacific/Guadalcanal
TLH,Tallahassee,TLH,-05:00,America/New_York
TLI,Tolitoli Lalos,TLI,+08:00,Asia/Makassar
TLJ,Tatalina,TLJ,-09:00,America/Anchorage
TLK,Talakan,TLK,+09:00,Asia/Yakutsk
TLL,Tallinn,TLL,+02:00,Europe/Tallinn
TLM,Tlemcen Zenata-Messali El Hadj,TLM,+01:00,Africa/Algiers
TLN,Toulon,TLN,+01:00,Europe/Paris
TLO,Tol,TLO,+10:00,Pacific/Port_Moresby
TLP,Tumolbil,TLP,+10:00,Pacific/Port_Moresby
TLQ,Turpan Jiaohe,TLQ,+08:00,Asia/Shanghai
TLR,Tulare Mefford Field,TLR,-08:00,America/Los_Angeles
TLS,Toulouse,TLS,+01:00,Europe/Paris
TLT,Tuluksak,TLT,-09:00,America/Anchorage
TLU,Tolu Golfo De Morrosquillo,TLU,-05:00,America/Bogota
TLV,Tel Aviv,TLV,+02:00,Asia/Jerusalem
TLW,Talasea,TLW,+10:00,Pacific/Port_Moresby
TLX,Talca Panguilemo,TLX,-04:00,America/Santiago
TLY,Plastun,TLY,+10:00,Asia/Vladivostok
TLZ,Catalao,TLZ,-03:00,America/Araguaina
TMA,Henry Tifton Myers,TMA,-05:00,America/New_York
TMB,Miami Executive Apt,MIA,-05:00,America/New_York
TMC,Tambolaka Waikabubak,TMC,+08:00,Asia/Makassar
TMD,Timbedra,TMD,+00:00,Africa/Nouakchott
TME,Tame Gabriel Vargas Santos,TME,-05:00,America/Bogota
TMF,Thimarafushi,TMF,+05:00,Indian/Maldives
TMG,Tomanggong,TMG,+08:00,Asia/Kuching
TMH,Tanahmerah,TMH,+09:00,Asia/Jayapura
TMI,Tumlingtar,TMI,+05:45,Asia/Kathmandu
TMJ,Termez,TMJ,+05:00,Asia/Tashkent
TMK,Tamky,TMK,+07:00,Asia/Ho_Chi_Minh
TML,Tamale,TML,+00:00,Africa/Accra
TMM,Toamasina,TMM,+03:00,Indian/Antananarivo
TMN,Tamana,TMN,+12:00,Pacific/Tarawa
TMO,Tumeremo,TMO,-04:00,America/Caracas
TMP,Tampere,TMP,+02:00,Europe/Helsinki
TMQ,Tambao,TMQ,+00:00,Africa/Ouagadougou
TMR,Tamanrasset Aguenar,TMR,+01:00,Africa/Algiers
TMS,Sao Tome Island,TMS,+00:00,Africa/Sao_Tome
TMT,Trombetas,TMT,-03:00,America/Araguaina
TMU,Tambor,TMU,-06:00,America/Costa_Rica
TMV,Tianmen South Rail Station,TMV,+08:00,Asia/Shanghai
TMW,Tamworth,TMW,+10:00,Australia/Sydney
TMX,Timimoun,TMX,+01:00,Africa/Algiers
TMY,Tiom,TMY,+09:00,Asia/Jayapura
TMZ,Thames,TMZ,+12:00,Pacific/Auckland
TNA,Jinan Yaoqiang Intl,TNA,+08:00,Asia/Shanghai
TNB,Tanah Grogot,TNB,+08:00,Asia/Makassar
TNC,Tin City,TNC,-09:00,America/Anchorage
TND,Trinidad Alberto Delgado,TND,-05:00,America/Havana
TNE,Tanegashima,TNE,+09:00,Asia/Tokyo
TNF,Toussus-Le-Noble,PAR,+01:00,Europe/Paris
TNG,Tangier,TNG,+01:00,Africa/Casablanca
TNH,Tonghua Sanyuanpu,TNH,+08:00,Asia/Shanghai
TNI,Satna,TNI,+05:30,Asia/Kolkata
TNJ,Tanjung Pinang Raja Haji Fisabilillah,TNJ,+07:00,Asia/Pontianak
TNK,Tununak,TNK,-09:00,America/Anchorage
TNL,Ternopil International,TNL,+02:00,Europe/Zaporozhye
TNM,King George Island Tte. R. Marsh Martin,TNM,-04:00,Antarctica/South_Pole
TNN,Tainan,TNN,+08:00,Asia/Taipei
TNO,Tamarindo,TNO,-06:00,America/Costa_Rica
TNP,Twentynine Palms,TNP,-08:00,America/Los_Angeles
TNQ,Teraina,TNQ,+14:00,Pacific/Kiritimati
TNR,Antananarivo,TNR,+03:00,Indian/Antananarivo
TNS,Tungsten,TNS,-07:00,America/Whitehorse
TNT,Miami Dade-Collier T&t Apt,MIA,-05:00,America/New_York
TNU,Newton Municipal,TNU,-06:00,America/Chicago
TNV,Tabuaeran,TNV,+14:00,Pacific/Kiritimati
TNW,Tena Jumandy,TNW,-05:00,America/Guayaquil
TNX,Stung Treng,TNX,+07:00,Asia/Phnom_Penh
TNZ,Tosontsengel,TNZ,+08:00,Asia/Ulaanbaatar
TOA,Torrance Zamperini Field,TOA,-08:00,America/Los_Angeles
TOB,Tobruk,TOB,+02:00,Africa/Tripoli
TOC,Toccoa R. G. Le Tourneau Field,TOC,-05:00,America/New_York
TOD,Tioman Island,TOD,+08:00,Asia/Kuching
TOE,Tozeur Nefta,TOE,+01:00,Africa/Tunis
TOF,Tomsk,TOF,+07:00,Asia/Tomsk
TOG,Togiak,TOG,-09:00,America/Anchorage
TOH,Torres Airstrip,TOH,+11:00,Pacific/Efate
TOI,Troy Municipal,TOI,-06:00,America/Chicago
TOJ,Madrid Torrejon,MAD,+01:00,Europe/Madrid
TOK,Torokina,TOK,+11:00,Pacific/Bougainville
TOL,Toledo Express,TOL,-05:00,America/New_York
TOM,Tombouctou,TOM,+00:00,Africa/Bamako
TON,Tonu,TON,+11:00,Pacific/Bougainville
TOO,San Vito,TOO,-06:00,America/Costa_Rica
TOP,Topeka Phillip Billard Muni Apt,TOP,-06:00,America/Chicago
TOQ,Tocopilla Barriles,TOQ,-04:00,America/Santiago
TOR,Torrington Municipal,TOR,-07:00,America/Denver
TOS,Tromso,TOS,+01:00,Europe/Oslo
TOT,Totness,TOT,-03:00,America/Paramaribo
TOU,Touho,TOU,+11:00,Pacific/Noumea
TOV,Tortola West End Spb,TOV,-04:00,America/Tortola
TOW,Toledo Luis Dal Canalle Filho,TOW,-03:00,America/Araguaina
TOX,Tobolsk,TOX,+05:00,Asia/Yekaterinburg
TOY,Toyama,TOY,+09:00,Asia/Tokyo
TOZ,Touba Mahana,TOZ,+00:00,Africa/Abidjan
TPA,Tampa,TPA,-05:00,America/New_York
TPB,Bristol Temple Meads Rail Stn,BRS,+00:00,Europe/London
TPC,Tarapoa,TPC,-05:00,America/Guayaquil
TPE,Taipei,TPE,+08:00,Asia/Taipei
TPF,Tampa Peter O. Knight Apt,TPA,-05:00,America/New_York
TPG,Taiping,TPG,+08:00,Asia/Kuching
TPH,Tonopah Apt,TPH,-08:00,America/Los_Angeles
TPI,Tapini,TPI,+10:00,Pacific/Port_Moresby
TPJ,Taplejung,TPJ,+05:45,Asia/Kathmandu
TPK,Tapaktuan Teuku Cut Ali,TPK,+07:00,Asia/Pontianak
TPL,Temple Draughon-Miller,TPL,-06:00,America/Chicago
TPN,Tiputini,TPN,-05:00,America/Guayaquil
TPO,Tanalian Point,TPO,-09:00,America/Anchorage
TPP,Tarapoto G. Del Castillo Paredes,TPP,-05:00,America/Lima
TPQ,Tepic Amado Nervo,TPQ,-07:00,America/Mazatlan
TPR,Tom Price,TPR,+08:00,Australia/Perth
TPS,Trapani Birgi,TPS,+01:00,Europe/Rome
TPT,Tapeta,TPT,+00:00,Africa/Monrovia
TPU,Tikapur,TPU,+05:45,Asia/Kathmandu
TPX,Tupai,TPX,-10:00,Pacific/Tahiti
TPY,Turin Porta Nuova Rail Station,TRN,+01:00,Europe/Rome
TQA,Tasiussaq Heliport,TQA,-03:00,America/Godthab
TQD,Al Fallujah Al Taqaddum Ab,TQD,+03:00,Asia/Baghdad
TQI,Tiniteqilaaq Heliport,TQI,-03:00,America/Godthab
TQL,Tarko-Sale,TQL,+05:00,Asia/Yekaterinburg
TQN,Taloqan,TQN,+04:30,Asia/Kabul
TQP,Trepell,TQP,+10:00,Australia/Brisbane
TQQ,Tomia Maranggo,TQQ,+08:00,Asia/Makassar
TQR,San Domino Island Isole Tremiti Helipor,TQR,+01:00,Europe/Rome
TQS,Tres Esquinas E. Esquerra Cubides Ab,TQS,-05:00,America/Bogota
TRA,Tarama,TRA,+09:00,Asia/Tokyo
TRB,Turbo Gonzalo Mejia,TRB,-05:00,America/Bogota
TRC,Torreon,TRC,-06:00,America/Mexico_City
TRD,Trondheim,TRD,+01:00,Europe/Oslo
TRE,Tiree,TRE,+00:00,Europe/London
TRF,Oslo/Sandefjord,OSL,+01:00,Europe/Oslo
TRG,Tauranga,TRG,+12:00,Pacific/Auckland
TRH,Trona,TRH,-08:00,America/Los_Angeles
TRI,Tri-Cities Regional,TRI,-05:00,America/New_York
TRJ,Tarakbits,TRJ,+10:00,Pacific/Port_Moresby
TRK,Tarakan Juwata,TRK,+08:00,Asia/Makassar
TRL,Terrell Municipal,TRL,-06:00,America/Chicago
TRM,Thermal J. Cochran Regional,TRM,-08:00,America/Los_Angeles
TRN,Turin,TRN,+01:00,Europe/Rome
TRO,Taree,TRO,+10:00,Australia/Sydney
TRP,Tree Point Coast Guard Heliport,TRP,-09:00,America/Anchorage
TRQ,Tarauaca,TRQ,-05:00,America/Rio_Branco
TRR,Trincomalee China Bay,TRR,+05:30,Asia/Colombo
TRS,Trieste,TRS,+01:00,Europe/Rome
TRT,Mengkendek Toraja,TRT,-07:00,America/Denver
TRU,Trujillo C. Martinez De Pinillos,TRU,-05:00,America/Lima
TRV,Thiruvananthapuram,TRV,+05:30,Asia/Kolkata
TRW,Tarawa Bonriki International,TRW,+12:00,Pacific/Tarawa
TRX,Trenton Municipal,TRX,-06:00,America/Chicago
TRY,Tororo,TRY,+03:00,Africa/Kampala
TRZ,Tiruchirapally,TRZ,+05:30,Asia/Kolkata
TSA,Taipei Sung Shan,TPE,+08:00,Asia/Taipei
TSB,Tsumeb,TSB,+02:00,Africa/Windhoek
TSC,Taisha,TSC,-05:00,America/Guayaquil
TSD,Tshipise,TSD,+02:00,Africa/Johannesburg
TSF,Venice - Treviso,VCE,+01:00,Europe/Rome
TSG,Tanacross,TSG,-09:00,America/Anchorage
TSH,Tshikapa,TSH,+02:00,Africa/Lubumbashi
TSI,Tsili Tsili,TSI,+10:00,Pacific/Port_Moresby
TSJ,Tsushima,TSJ,+09:00,Asia/Tokyo
TSK,Taskul,TSK,+10:00,Pacific/Port_Moresby
TSL,Tamuin,TSL,-06:00,America/Mexico_City
TSM,Taos Regional,TSM,-07:00,America/Denver
TSN,Tianjin,TSN,+08:00,Asia/Shanghai
TSO,Isles Of Scilly Tresco Heliport,ISC,+00:00,Europe/London
TSP,Tehachapi Municipal,TSP,-08:00,America/Los_Angeles
TSQ,Torres,TSQ,-03:00,America/Araguaina
TSR,Timisoara,TSR,+02:00,Europe/Bucharest
TSS,New York East 34th Street H/P,NYC,-05:00,America/New_York
TST,Trang,TST,+07:00,Asia/Bangkok
TSU,Tabiteuea South,TSU,+12:00,Pacific/Tarawa
TSV,Townsville International,TSV,+10:00,Australia/Brisbane
TSW,Tsewi,TSW,+10:00,Pacific/Port_Moresby
TSX,Tanjung Santan,TSX,+08:00,Asia/Makassar
TSY,Tasikmalaya Wiriadinata,TSY,+07:00,Asia/Pontianak
TSZ,Tsetserleg,TSZ,+08:00,Asia/Ulaanbaatar
TTA,Tan Tan Plage Blanche,TTA,+01:00,Africa/Casablanca
TTB,Tortoli,TTB,+01:00,Europe/Rome
TTC,Taltal Las Breas,TTC,-04:00,America/Santiago
TTD,Portland Troutdale,PDX,-08:00,America/Los_Angeles
TTE,Ternate Sultan Babullah,TTE,+09:00,Asia/Jayapura
TTG,Tartagal Gral. Enrique Mosconi,TTG,-03:00,America/Argentina/Buenos_Aires
TTH,Thumrait Air Base,TTH,+04:00,Asia/Muscat
TTI,Tetiaroa,TTI,-10:00,Pacific/Tahiti
TTJ,Tottori,TTJ,+09:00,Asia/Tokyo
TTK,Tottenham Hale Rail Station,TTK,+00:00,Europe/London
TTL,Nanuya Levu Turtle Island Spb,TTL,+12:00,Pacific/Fiji
TTM,Tablon De Tamara,TTM,-05:00,America/Bogota
TTN,Philadelphia Trenton-Mercer,PHL,-05:00,America/New_York
TTO,Britton Municipal Airport,TTO,-06:00,America/Chicago
TTQ,Tortuguero,TTQ,-06:00,America/Costa_Rica
TTR,Tana Toraja Pongtiku,TTR,+08:00,Asia/Makassar
TTS,Tsaratanana,TTS,+03:00,Indian/Antananarivo
TTT,Taitung Fongnian,TTT,+08:00,Asia/Taipei
TTU,Tetouan Saniat R'mel,TTU,+01:00,Africa/Casablanca
TTV,Tieling Rail Station,TTV,+08:00,Asia/Shanghai
TTW,Tissamaharama Tissa Tank Spb,TTW,+05:30,Asia/Colombo
TTX,Truscott-Mungalalu,TTX,+08:00,Australia/Perth
TTY,Taunton Bus Station,TTY,+00:00,Europe/London
TTZ,Zhengzhou Rail Station,CGO,+08:00,Asia/Shanghai
TUA,Tulcan Luis A. Mantilla Intl,TUA,-05:00,America/Guayaquil
TUB,Tubuai Mataura,TUB,-10:00,Pacific/Tahiti
TUC,Tucuman,TUC,-03:00,America/Argentina/Buenos_Aires
TUD,Tambacounda,TUD,+00:00,Africa/Dakar
TUE,Tupile,TUE,-05:00,America/Panama
TUF,Tours Val De Loire Airport,TUF,+01:00,Europe/Paris
TUG,Tuguegarao,TUG,+08:00,Asia/Manila
TUH,Tullahoma Arnold Afs,THA,-06:00,America/Chicago
TUI,Turaif,TUI,+03:00,Asia/Riyadh
TUJ,Tum,TUJ,+03:00,Africa/Addis_Ababa
TUK,Turbat,TUK,+05:00,Asia/Karachi
TUL,Tulsa,TUL,-06:00,America/Chicago
TUM,Tumut,TUM,+10:00,Australia/Sydney
TUN,Tunis,TUN,+01:00,Africa/Tunis
TUO,Taupo,TUO,+12:00,Pacific/Auckland
TUP,Tupelo Regional,TUP,-06:00,America/Chicago
TUQ,Tougan,TUQ,+00:00,Africa/Ouagadougou
TUR,Tucurui,TUR,-03:00,America/Araguaina
TUS,Tucson,TUS,-07:00,America/Phoenix
TUT,Tauta,TUT,+10:00,Pacific/Port_Moresby
TUU,Tabuk,TUU,+03:00,Asia/Riyadh
TUV,Tucupita San Rafael,TUV,-04:00,America/Caracas
TUW,Tubuala,TUW,-05:00,America/Panama
TUX,Tumbler Ridge,TUX,-07:00,America/Dawson_Creek
TUY,Tulum,TUY,-05:00,America/Cancun
TUZ,Tucuma,TUZ,-03:00,America/Araguaina
TVA,Morafenobe,TVA,+03:00,Indian/Antananarivo
TVC,Traverse City,TVC,-05:00,America/New_York
TVF,Thief River Falls Regional,TVF,-06:00,America/Chicago
TVI,Thomasville Regional,TVI,-05:00,America/New_York
TVL,South Lake Tahoe Lake Tahoe,TVL,-08:00,America/Los_Angeles
TVS,Tangshan Sannuhe,TVS,+08:00,Asia/Shanghai
TVU,Taveuni Island Matei,TVU,+12:00,Pacific/Fiji
TVX,Tongxiang Rail Station,TVX,+08:00,Asia/Shanghai
TVY,Dawei,TVY,+06:30,Asia/Yangon
TWA,Twin Hills,TWA,-09:00,America/Anchorage
TWB,Toowoomba Airport,TWB,+10:00,Australia/Brisbane
TWC,Tumushuke Tangwangcheng,TWC,+08:00,Asia/Shanghai
TWD,Port Townsend Jefferson County Intl,TWD,-08:00,America/Los_Angeles
TWE,Taylor,TWE,-09:00,America/Anchorage
TWF,Twin Falls,TWF,-07:00,America/Denver
TWH,Catalina Island Two Harbors Apt,AVX,-08:00,America/Los_Angeles
TWN,Tewantin,TWN,+10:00,Australia/Brisbane
TWP,Torwood,TWP,+10:00,Australia/Brisbane
TWT,Tawitawi,TWT,+08:00,Asia/Manila
TWU,Tawau,TWU,+08:00,Asia/Kuching
TWY,Tawa,TWY,+10:00,Pacific/Port_Moresby
TWZ,Mount Cook Pukaki/Twizel Apt,MON,+12:00,Pacific/Auckland
TXB,Trieste Rail Station,TRS,+01:00,Europe/Rome
TXC,Aerodrome Orsha,TXC,+03:00,Europe/Minsk
TXE,Takengon Rembele,TXE,+07:00,Asia/Pontianak
TXF,Teixeira De Freitas,TXF,-03:00,America/Araguaina
TXG,Taichung Shuinan,RMQ,+08:00,Asia/Taipei
TXK,Texarkana,TXK,-06:00,America/Chicago
TXL,Berlin/Tegel,BER,+01:00,Europe/Berlin
TXM,Teminabuan,TXM,+09:00,Asia/Jayapura
TXN,Tunxi,TXN,+08:00,Asia/Shanghai
TXQ,Toulouse Matabiau Rail Station,TLS,+01:00,Europe/Paris
TXR,Tanbar,TXR,+10:00,Australia/Brisbane
TXU,Tabou,TXU,+00:00,Africa/Abidjan
TYA,Tula Klokovo,TYA,+03:00,Europe/Moscow
TYB,Tibooburra,TYB,+10:00,Australia/Sydney
TYC,Taiyuan Yaocheng,TYC,+08:00,Asia/Shanghai
TYD,Tynda,TYD,+09:00,Asia/Yakutsk
TYE,Tyonek,TYE,-09:00,America/Anchorage
TYF,Torsby Fryklanda,TYF,+01:00,Europe/Stockholm
TYG,Thylungra,TYG,+10:00,Australia/Brisbane
TYL,Talara Victor Monteas Arias,TYL,-05:00,America/Lima
TYM,Staniel Cay,TYM,-05:00,America/Nassau
TYN,Taiyuan,TYN,+08:00,Asia/Shanghai
TYP,Tobermorey,TYP,+09:30,Australia/Darwin
TYR,Tyler,TYR,-06:00,America/Chicago
TYS,Knoxville,TYS,-05:00,America/New_York
TYT,Treinta Y Tres,TYT,-03:00,America/Montevideo
TYZ,Taylor,TYZ,-07:00,America/Phoenix
TZA,Belize City,BZE,-06:00,America/Belize
TZC,Caro Tuscola Area,TZC,-05:00,America/New_York
TZL,Tuzla,TZL,+01:00,Europe/Sarajevo
TZM,Tizimin Cupul,TZM,-06:00,America/Mexico_City
TZN,South Andros,TZN,-05:00,America/Nassau
TZO,Ankisatra Tsimiroro,TZO,+03:00,Indian/Antananarivo
TZX,Trabzon,TZX,+03:00,Europe/Istanbul
UAB,Adana Incirlik Ab,ADA,+03:00,Europe/Istanbul
UAC,San Luis Rio Colorado,UAC,-07:00,America/Hermosillo
UAE,Mount Aue,UAE,+10:00,Pacific/Port_Moresby
UAH,Ua Huka,UAH,-09:30,Pacific/Marquesas
UAI,Suai,UAI,+09:00,Asia/Dili
UAK,Narsarsuaq,UAK,-03:00,America/Godthab
UAL,Luau,UAL,+01:00,Africa/Luanda
UAM,Guam Andersen Afb,GUM,+10:00,Pacific/Guam
UAP,Ua Pou,UAP,-09:30,Pacific/Marquesas
UAQ,San Juan Domingo F. Sarmiento,UAQ,-03:00,America/Argentina/Buenos_Aires
UAR,Bouarfa,UAR,+01:00,Africa/Casablanca
UAS,Samburu Buffalo Spring,UAS,+03:00,Africa/Nairobi
UAX,Uaxactun,UAX,-06:00,America/Guatemala
UBA,Uberaba M. De Almeida Franco,UBA,-03:00,America/Araguaina
UBB,Mabuiag Island,UBB,+10:00,Australia/Brisbane
UBI,Buin,UBI,+11:00,Pacific/Bougainville
UBJ,Ube,UBJ,+09:00,Asia/Tokyo
UBN,Ulaanbaatar Chinggis Khaan,ULN,+08:00,Asia/Ulaanbaatar
UBP,Ubon Ratchathani,UBP,+07:00,Asia/Bangkok
UBR,Ubrub,UBR,+09:00,Asia/Jayapura
UBS,Columbus Lowndes County Apt,UBS,-06:00,America/Chicago
UBT,Ubatuba Gastao Madeira,UBT,-03:00,America/Araguaina
UBU,Kalumburu,UBU,+08:00,Australia/Perth
UBW,Bridgwater Rail Station,UBW,+00:00,Europe/London
UCA,Utica Oneida County,UCA,-05:00,America/New_York
UCB,Ulanqab,UCB,+08:00,Asia/Shanghai
UCC,Mercury Yucca Airstrip,DRA,-08:00,America/Los_Angeles
UCE,Eunice,UCE,-06:00,America/Chicago
UCK,Lutsk,UCK,+02:00,Europe/Zaporozhye
UCN,Buchanan,UCN,+00:00,Africa/Monrovia
UCT,Ukhta,UCT,+03:00,Europe/Moscow
UCY,Union City Everett-Stewart Regional,UCY,-06:00,America/Chicago
UCZ,Uchiza,UCZ,-05:00,America/Lima
UDA,Undara,UDA,+10:00,Australia/Brisbane
UDD,Palm Springs Bermuda Dunes Apt,PSP,-08:00,America/Los_Angeles
UDE,Uden Volkel Ab,UDE,+01:00,Europe/Amsterdam
UDI,Uberlandia,UDI,-03:00,America/Araguaina
UDJ,Uzhhorod International,UDJ,+02:00,Europe/Zaporozhye
UDN,Udine Campoformido,UDN,+01:00,Europe/Rome
UDO,Udomxay,UDO,+07:00,Asia/Vientiane
UDR,Udaipur,UDR,+05:30,Asia/Kolkata
UEE,Queenstown,UEE,+10:00,Australia/Hobart
UEL,Quelimane,UEL,+02:00,Africa/Maputo
UEN,Urengoy,UEN,+05:00,Asia/Yekaterinburg
UEO,Kume Jima,UEO,+09:00,Asia/Tokyo
UER,Puertollano Rail Station,UER,+01:00,Europe/Madrid
UES,Waukesha County,UES,-06:00,America/Chicago
UET,Quetta,UET,+05:00,Asia/Karachi
UFA,Ufa,UFA,+05:00,Asia/Yekaterinburg
UFM,Falmouth Rail Station,UFM,+00:00,Europe/London
UGA,Bulgan,UGA,+08:00,Asia/Ulaanbaatar
UGB,Pilot Point Ugashik Bay Apt,PIP,-09:00,America/Anchorage
UGC,Urgench,UGC,+05:00,Asia/Tashkent
UGI,San Juan (Uganik) Spb,UGI,-09:00,America/Anchorage
UGL,Antarctica Union Glacier,UGL,-04:00,Antarctica/South_Pole
UGN,Waukegan Regional,UGN,-06:00,America/Chicago
UGO,Uige,UGO,+01:00,Africa/Luanda
UGR,Burgos Rail Station,RGS,+01:00,Europe/Madrid
UGS,Ugashik,UGS,-09:00,America/Anchorage
UGT,Bulagtai,UGT,+08:00,Asia/Ulaanbaatar
UGU,Bilogai,UGU,+09:00,Asia/Jayapura
UHE,Uherske Hradiste Kunovice,UHE,+01:00,Europe/Prague
UHF,Raf Upper Heyford,UHF,+00:00,Europe/London
UHS,Aleksandrovsk-Sakhalinskiy,UHS,+11:00,Asia/Srednekolymsk
UIB,Quibdo El Carano,UIB,-05:00,America/Bogota
UIG,Huaihua Railway Station,HJJ,+08:00,Asia/Shanghai
UIH,Quinhon Phu Cat,UIH,+07:00,Asia/Ho_Chi_Minh
UII,Utila,UII,-06:00,America/Tegucigalpa
UIK,Ust-Ilimsk,UIK,+08:00,Asia/Irkutsk
UIL,Forks Quillayute,UIL,-08:00,America/Los_Angeles
UIN,Quincy,UIN,-06:00,America/Chicago
UIO,Quito,UIO,-05:00,America/Guayaquil
UIP,Quimper Pluguffan,UIP,+01:00,Europe/Paris
UIQ,Quine Hill,UIQ,+11:00,Pacific/Efate
UIR,Quirindi,UIR,+10:00,Australia/Sydney
UIT,Jaluit Island,UIT,+12:00,Pacific/Majuro
UIZ,Utica Berz-Macomb,UIZ,-05:00,America/New_York
UJE,Ujae Island,UJE,+12:00,Pacific/Majuro
UJN,Uljin,UJN,+09:00,Asia/Seoul
UJU,Uiju,UJU,+09:00,Asia/Pyongyang
UKA,Ukunda Diani,UKA,+03:00,Africa/Nairobi
UKB,Osaka Kobe,OSA,+09:00,Asia/Tokyo
UKG,Ust-Kuyga,UKG,+10:00,Asia/Vladivostok
UKH,Mukhaizna,UKH,+04:00,Asia/Muscat
UKI,Ukiah Municipal,UKI,-08:00,America/Los_Angeles
UKK,Ust-Kamenogorsk,UKK,+06:00,Asia/Almaty
UKN,Waukon Municipal,UKN,-06:00,America/Chicago
UKR,Mukeiras,UKR,+03:00,Asia/Aden
UKS,Sevastopol Belbek,UKS,+02:00,Europe/Zaporozhye
UKT,Quakertown,UKT,-05:00,America/New_York
UKU,Nuku,UKU,+10:00,Pacific/Port_Moresby
UKX,Ust-Kut,UKX,+08:00,Asia/Irkutsk
UKY,Kyoto Downtown Heliport,UKY,+09:00,Asia/Tokyo
ULA,San Julian Capitan J. D. Vazquez,ULA,-03:00,America/Argentina/Buenos_Aires
ULB,Ulei,ULB,+11:00,Pacific/Efate
ULC,Santiago Los Cerrillos Apt,SCL,-04:00,America/Santiago
ULD,Ulundi Prince M. Buthelezi,ULD,+02:00,Africa/Johannesburg
ULE,Sule,ULE,+10:00,Pacific/Port_Moresby
ULG,Olgii,ULG,+08:00,Asia/Ulaanbaatar
ULH,Al Ula Alula International,ULH,+03:00,Asia/Riyadh
ULI,Ulithi,ULI,+10:00,Pacific/Chuuk
ULK,Lensk,ULK,+09:00,Asia/Yakutsk
ULL,Mull,ULL,+00:00,Europe/London
ULM,New Ulm Municipal,ULM,-06:00,America/Chicago
ULN,Ulaanbaatar,ULN,+08:00,Asia/Ulaanbaatar
ULO,Ulaangom,ULO,+08:00,Asia/Ulaanbaatar
ULP,Quilpie,ULP,+10:00,Australia/Brisbane
ULQ,Tulua Heriberto Gil Martinez,ULQ,-05:00,America/Bogota
ULS,Mulatos,ULS,-05:00,America/Bogota
ULU,Gulu,ULU,+03:00,Africa/Kampala
ULV,Ulyanovsk Baratayevka,ULY,+04:00,Europe/Volgograd
ULX,Ulusaba,ULX,+02:00,Africa/Johannesburg
ULY,Ulyanovsk,ULY,+04:00,Europe/Volgograd
ULZ,Uliastai Donai,ULZ,+08:00,Asia/Ulaanbaatar
UMA,Punta De Maisi,UMA,-05:00,America/Havana
UMB,Umnak Island North Umnak,UMB,-09:00,America/Anchorage
